date,renewable_energy_kwh,campus_energy_kwh,surplus_energy_kwh,peak_surplus_kw,valid_intervals,total_intervals,surplus_intervals,data_completeness
2022-09-11,13242.622333333333,30551.650166666666,936.6458333333331,993.7539999999997,288,288,27,1.0
2022-10-02,15085.645583333333,32962.08866666666,933.3366666666666,1027.998,288,288,30,1.0
2022-06-24,17629.713083333332,32064.027583333333,932.6004166666667,1124.3209999999995,288,288,27,1.0
2023-05-18,23561.525583333332,50881.835166666664,930.5504999999998,1484.7889999999998,288,288,24,1.0
2023-05-01,17349.21225,48598.43908333333,906.4314166666665,1506.0839999999998,288,288,19,1.0
2023-05-09,21872.241583333333,45842.28125,904.4730833333333,1417.8720000000003,288,288,16,1.0
2022-05-26,25600.88125,39928.10558333333,894.5529166666664,781.4409999999998,288,288,41,1.0
2022-07-06,19362.473666666665,32391.413833333332,893.4984999999999,852.078,288,288,38,1.0
2022-05-30,19332.253833333332,42148.02,889.0844166666665,1073.4609999999998,288,288,25,1.0
2023-09-10,10008.839,27335.2015,887.9035833333332,1501.801,288,288,17,1.0
2023-04-11,30809.23675,41247.358583333335,881.2869999999998,1209.8159999999998,288,288,31,1.0
2023-08-22,17199.868916666666,31426.455166666667,879.3626666666668,1491.92,288,288,24,1.0
2023-09-11,13304.50425,33183.677416666666,838.8216666666666,1085.6529999999998,288,288,13,1.0
2022-09-18,12132.19275,26319.327583333332,833.4321666666666,764.5549999999996,288,288,33,1.0
2022-08-29,14838.784916666666,32294.3965,801.8712499999999,932.4639999999999,288,288,30,1.0
2023-09-01,14520.504083333333,30288.375416666666,799.1504166666667,1125.44,288,288,20,1.0
2023-10-07,12498.298333333332,34871.54991666666,797.8476666666666,1504.7160000000001,288,288,21,1.0
2023-05-02,21781.8415,53416.24166666666,794.0129166666666,1235.7359999999999,288,288,18,1.0
2023-02-23,20831.749916666664,43673.519916666664,776.2404166666666,1109.4529999999995,288,288,26,1.0
2023-03-19,14209.745833333332,32210.109,764.7701666666667,1039.732,288,288,24,1.0
2023-11-05,10327.203916666665,41244.97983333333,759.1033333333334,1489.4050000000002,288,288,14,1.0
2022-08-23,16495.819083333332,39116.24725,752.2570000000001,969.489,288,288,23,1.0
2023-08-24,15116.651916666666,30705.069166666664,735.2336666666665,1064.4769999999999,288,288,23,1.0
2022-09-26,19112.823666666667,39699.6385,732.8621666666666,988.8829999999998,288,288,24,1.0
2023-03-07,21580.957333333332,49786.95583333333,730.6171666666668,1141.335,288,288,25,1.0
2022-08-25,14828.838916666666,37151.50475,705.3251666666666,1064.129,288,288,25,1.0
2023-04-21,15353.973416666666,42692.6029326484,702.3349166666665,1306.3669999999997,288,288,17,1.0
2022-05-31,19737.938583333333,39713.750166666665,697.0262499999999,764.9549999999999,288,288,26,1.0
2023-03-14,21226.387,45282.0035,695.4593333333332,1294.5150000000008,288,288,19,1.0
2023-08-23,14399.540083333333,30735.278666666665,678.6924166666666,1167.3360000000002,288,288,21,1.0
2023-03-21,22874.475166666667,42437.26775,666.2925833333334,1106.4770000000003,288,288,17,1.0
2023-04-01,11569.440499999999,30790.35108333333,654.4126666666666,1284.386,288,288,12,1.0
2022-04-26,15659.356,37590.202,641.4434999999999,1040.116,288,288,15,1.0
2022-07-12,16220.123416666665,32464.951666666664,634.5931666666667,739.1480000000001,288,288,25,1.0
2022-10-19,26634.891333333333,49479.77295833333,632.4963333333334,1258.4189999999999,288,288,20,1.0
2022-09-02,17089.096833333333,36431.89566666666,623.5455000000001,1400.5569999999998,288,288,26,1.0
2023-08-05,12085.696416666666,31730.659249999997,621.9807500000001,825.114,288,288,31,1.0
2023-03-26,9569.523166666666,28005.58483333333,621.2240833333333,1039.449,288,288,16,1.0
2023-02-17,26173.414,42668.2855,618.13175,992.2559999999999,288,288,16,1.0
2022-09-10,13737.611916666667,31831.392,616.2125833333333,684.076,288,288,27,1.0
2022-08-02,17433.420916666666,32787.382249999995,608.9112499999999,1041.542,288,288,21,1.0
2023-03-17,18686.097666666665,40733.523916666665,583.8448333333333,946.2529999999997,288,288,14,1.0
2022-10-13,16691.439583333333,50584.88925,580.54325,1310.683,288,288,20,1.0
2023-05-06,13615.580666666667,33182.316249999996,575.568,1039.3869999999997,288,288,24,1.0
2022-10-23,6678.044,37951.76383624031,572.1105833333332,939.0680000000002,288,288,15,1.0
2023-02-25,12852.927666666666,32688.180999999997,543.0838333333332,990.7450000000003,288,288,17,1.0
2022-09-09,13698.699166666665,36888.56491666666,534.3775833333334,720.69,288,288,22,1.0
2022-10-26,21271.003249999998,48761.895249999994,519.8174166666666,899.556,288,288,11,1.0
2023-07-08,15930.073837849455,33661.35191666667,496.2591554364464,1028.697005011067,288,288,16,1.0
2022-09-06,15482.16175,38499.33708333333,491.80866666666674,925.7270000000003,288,288,14,1.0
2022-06-09,21165.415916666665,40586.612499999996,486.06016666666653,1031.7059999999997,288,288,22,1.0
2022-04-25,16731.047583333333,37682.828,480.31083333333333,771.2869999999998,288,288,15,1.0
2023-11-11,12092.012166666666,42144.4555,478.4234166666667,536.2220000000002,288,288,20,1.0
2022-08-24,16217.222166666666,38538.450333333334,472.29475,808.0239999999999,288,288,20,1.0
2022-08-16,16073.92125,32502.18608333333,464.2065,1118.4540000000002,288,288,16,1.0
2023-02-01,22053.117666666665,46012.678916666664,457.0510833333334,888.9510000000005,288,288,23,1.0
2023-11-03,11973.287583333333,50729.296416666664,443.85374999999993,1042.0230000000001,288,288,9,1.0
2023-03-20,11136.058416666667,39395.91704166667,436.1769166666666,1394.31,288,288,9,1.0
2022-09-29,13201.424916666667,38221.7775,434.99066666666664,829.1860000000001,288,288,12,1.0
2022-05-20,20040.07083333333,36841.47425,434.41774999999996,891.8550000000005,288,288,15,1.0
2022-09-20,12170.640666666666,31073.650916666666,422.3477499999999,1079.1370000000002,288,288,8,1.0
2023-11-01,16605.980666666666,50827.72425,406.77058333333326,1734.4899999999998,288,288,7,1.0
2023-04-30,16667.83825,43008.72391666666,403.4740833333333,1423.016,288,288,11,1.0
2022-05-23,17819.836666666666,37216.72991666666,396.65600000000006,589.565,288,288,21,1.0
2023-02-22,9644.796833333332,37628.45420833333,385.55575000000005,1045.0659999999998,288,288,6,1.0
2023-09-27,19132.177166666665,46473.12325,383.86666666666673,1499.2600000000007,288,288,6,1.0
2022-09-21,15153.753666666666,33213.99633333333,382.86683333333326,978.5730000000003,288,288,17,1.0
2023-08-25,12064.319916666665,29067.150166666666,381.9083333333333,1258.3019999999997,288,288,16,1.0
2023-05-11,16062.955999999998,43698.66766666667,375.188,1459.1819999999998,288,288,6,1.0
2023-12-28,22735.564416666664,39930.09283333333,366.15341666666666,697.203,288,288,18,1.0
2022-09-14,12831.185833333333,31328.180083333333,364.90925,938.5990000000002,288,288,13,1.0
2023-08-01,14319.9375,38240.85208333333,360.4049166666666,1090.9020000000003,288,288,10,1.0
2022-10-22,7913.682333333333,38293.45166666667,359.32466666666653,1062.875,288,288,11,1.0
2022-10-12,10556.766333333333,41748.65416666667,357.1806666666668,915.1330000000003,288,288,8,1.0
2022-10-03,15389.915916666665,38436.97375,355.7105833333334,708.009,288,288,13,1.0
2022-09-08,14056.49675,37180.29225,354.61974999999995,826.596,288,288,11,1.0
2023-10-19,13980.77775,50234.65116666666,353.3129166666667,1241.2480000000005,288,288,9,1.0
2023-02-20,20789.360249999998,42253.21366666666,323.18499999999995,987.5189999999998,288,288,10,1.0
2023-10-06,16697.942666666666,43076.79533333333,318.91291666666666,916.5590000000002,288,288,10,1.0
2022-10-14,11692.583583333333,47319.95716666667,300.8862499999999,1050.8329999999996,288,288,12,1.0
2023-11-13,23197.708333333332,56201.96420833333,283.91691666666657,617.0259999999998,288,288,12,1.0
2023-10-28,8995.852666666666,40264.38291666666,283.2874166666666,576.1320000000001,288,288,12,1.0
2023-06-19,7264.2905833333325,32050.99245833333,282.6670833333333,663.569,288,288,11,1.0
2023-07-18,11799.704749999999,40209.01941666666,276.2628333333333,886.4739999999997,288,288,7,1.0
2022-05-06,17841.115083333334,36746.62958333333,275.643,890.6869999999994,288,288,9,1.0
2023-10-12,9911.228333333333,47776.89158333333,272.32741666666664,976.7259999999997,288,288,7,1.0
2022-10-25,15515.356749999999,53865.57243939394,262.644,607.761,288,288,11,1.0
2022-09-19,9773.114666666666,26542.53475,254.44275000000002,710.9169999999999,288,288,17,1.0
2023-12-23,17004.056249999998,35983.57875,242.27233333333334,653.4789999999998,288,288,13,1.0
2023-08-14,10039.865333333333,31733.014291666666,228.18325,1181.067,288,288,7,1.0
2022-10-11,14828.265416666665,40780.11316666666,223.2526666666667,691.5860000000002,288,288,15,1.0
2023-09-26,8625.333166666665,39577.08733333333,220.13574999999997,1227.4070000000002,288,288,7,1.0
2023-05-31,20150.128166666665,45299.763166666664,215.58366666666663,583.1039999999996,288,288,11,1.0
2023-12-09,22102.001333333334,44667.7235,212.83766666666665,801.94,288,288,6,1.0
2022-09-22,11794.583166666665,32681.507999999998,210.58550000000002,421.2550000000001,288,288,11,1.0
2023-10-21,8496.47525,40179.10258333333,207.92616666666663,626.4949999999999,288,288,10,1.0
2022-10-05,17118.724416666664,38832.07991666666,207.2274999999999,841.3719999999998,288,288,6,1.0
2023-01-13,23474.825999999997,51220.23841666667,193.81625,567.0520000000001,288,288,10,1.0
2022-10-28,18211.7765,47487.809499999996,191.56591666666674,879.9569999999999,288,288,7,1.0
2022-06-18,9940.136666666665,25585.505916666665,183.30741666666668,936.4640000000002,288,288,12,1.0
2023-11-06,13815.056416666666,54414.77875,182.54658333333333,660.5060000000003,288,288,6,1.0
2023-07-22,12648.729749999999,27704.422416666665,181.34924999999998,318.07000000000016,288,288,14,1.0
2023-12-16,12356.930833333332,44098.363249999995,179.93966666666665,576.8220000000001,288,288,10,1.0
2022-08-17,12785.40275,34441.52175,175.49408333333338,399.7350000000001,288,288,9,1.0
2023-01-07,21621.301583333334,34834.55208333333,173.79433333333327,471.3589999999999,288,288,11,1.0
2023-02-21,12348.85925,38464.88633333333,172.7036666666667,720.25,288,288,5,1.0
2022-08-18,13556.506416666665,34667.05125,172.55808333333334,504.6189999999999,288,288,11,1.0
2023-02-05,10936.8735,38988.56825,163.34316666666672,487.5350000000003,288,288,8,1.0
2023-12-24,21314.291083333334,35838.371166666664,163.02333333333337,380.337,288,288,10,1.0
2023-12-21,32650.53483333333,47388.028666666665,162.5835833333333,336.62099999999987,288,288,14,1.0
2023-10-09,13088.696249999999,45213.61020833333,159.00000000000003,620.3720000000003,288,288,7,1.0
2023-03-02,12978.69325,41240.171833333334,157.53349999999995,453.3579999999997,288,288,9,1.0
2022-07-29,13575.762166666666,30563.79425,157.1898333333334,268.5590000000002,288,288,12,1.0
2023-12-27,22754.69383333333,39099.42783333333,149.2533333333333,337.0609999999999,288,288,13,1.0
2022-12-29,12953.755333333333,37908.74433333333,148.19275000000002,839.8190000000002,288,288,4,1.0
2023-03-29,8688.216083333333,33183.43991666666,145.699,903.9850000000001,288,288,2,1.0
2023-08-29,12704.804583333333,29547.075666666664,142.73541666666665,911.5929999999998,288,288,5,1.0
2023-03-31,14522.231416666666,34726.40225,141.06575,782.8000000000002,288,288,6,1.0
2022-12-20,9954.600493055543,45225.078499999996,139.51983803320184,442.16942028012545,288,288,9,1.0
2022-09-25,12535.457083333333,30414.439916666666,132.20816666666667,390.97,288,288,10,1.0
2023-06-30,12731.093583333333,32934.61141666667,120.98349999999996,410.1669999999999,288,288,5,1.0
2022-09-12,8349.61925,32077.493333333332,115.14083333333328,711.6499999999996,288,288,5,1.0
2022-04-14,10391.539333333332,31481.142,113.00750000000002,1101.777,288,288,2,1.0
2022-10-07,15167.008249999999,38393.902083333334,101.7512500000001,249.64400000000023,288,288,7,1.0
2022-09-27,10903.0225,37393.868833333334,99.09416666666664,610.6179999999999,288,288,5,1.0
2023-12-31,10120.754416666667,34954.08658333333,95.69041666666666,541.5920000000001,288,288,4,1.0
2023-09-14,8136.773499999999,30790.96158333333,95.30849999999998,1143.7019999999998,288,288,1,1.0
2023-10-31,6648.368362484831,36493.910427745664,89.86402540356933,338.17809159912736,288,288,7,1.0
2023-05-08,11014.114,38082.225249999996,88.38066666666667,516.9000000000001,288,288,6,1.0
2023-10-02,7579.339,49245.755641107935,88.15674999999999,1057.8809999999999,288,288,1,1.0
2023-12-22,29701.975,44109.59683333333,86.78941666666671,221.2800000000002,288,288,8,1.0
2023-07-10,14283.758370716987,39062.83525,83.86395434758334,628.7639122829839,288,288,2,1.0
2022-04-12,7838.476083333333,33417.90758333333,82.66891666666665,344.6569999999997,288,288,6,1.0
2022-11-13,11942.4185,39078.943,77.78266666666664,352.9000000000001,288,288,6,1.0
2023-10-16,11142.283,49977.22858333333,66.13783333333336,395.6410000000001,288,288,3,1.0
2023-02-13,17719.7895,45229.992666666665,65.09924999999998,289.80200000000013,288,288,7,1.0
2023-04-16,11412.755833333333,30026.197249999997,61.54558333333331,285.5949999999998,288,288,6,1.0
2022-12-26,12293.799333333332,36846.96166666666,60.019666666666694,430.1500000000001,288,288,5,1.0
2023-02-27,7850.28075,39600.860499999995,59.21625000000006,641.8420000000006,288,288,2,1.0
2023-04-23,9227.885567359339,32797.22850593607,56.82598320367873,175.67931670208145,288,288,6,1.0
2023-12-30,9462.926749999999,35787.6955,56.348249999999986,195.81999999999994,288,288,6,1.0
2023-07-11,14154.564365453965,39307.778666666665,56.06084047771058,310.72788721163374,288,288,6,1.0
2023-10-26,6254.32975,51916.91308333333,55.40308333333329,461.1749999999997,288,288,2,1.0
2023-02-28,10409.141416666665,40937.74658333333,53.974583333333385,327.1560000000004,288,288,3,1.0
2022-05-04,11281.351416666666,35327.27108333333,50.389916666666636,217.40099999999984,288,288,4,1.0
2023-09-28,12156.123583333332,46431.149666666664,48.910833333333315,586.9299999999998,288,288,1,1.0
2022-11-06,6533.334083333333,37983.5185,47.96091666666664,390.25099999999975,288,288,2,1.0
2022-12-25,6387.346416666666,33289.432166666666,44.15949999999998,529.9139999999998,288,288,1,1.0
2023-10-30,5729.422667377084,36865.799999999996,43.609107711354376,246.8548415819996,288,288,3,1.0
2023-01-28,3282.5965743964052,32996.4735,41.30292250091965,285.41514258760594,288,288,3,1.0
2022-08-15,11652.589,35001.928583333334,40.181833333333294,307.086,288,288,2,1.0
2023-01-31,17581.929666666667,45346.23133333333,38.37249999999998,244.18499999999995,288,288,2,1.0
2023-12-29,11300.34925,38606.86575,36.929166666666674,443.1500000000001,288,288,1,1.0
2022-11-03,11440.720666666666,50020.79741666666,31.706250000000026,210.5010000000002,288,288,3,1.0
2023-02-09,15775.674083333333,42985.24875,29.977583333333314,107.73700000000008,288,288,5,1.0
2022-11-08,14204.726166666665,49442.602625,29.970999999999982,307.297,288,288,2,1.0
2023-09-30,8911.862833333333,37455.02291666666,29.624666666666673,355.4960000000001,288,288,1,1.0
2023-12-20,15386.690916666666,46979.9585,28.480916666666662,150.84699999999998,288,288,4,1.0
2022-10-27,9200.821583333332,47823.20758333333,26.572833333333314,318.8739999999998,288,288,1,1.0
2023-10-11,7754.963333333333,47909.230749999995,23.30741666666669,279.6890000000003,288,288,1,1.0
2022-12-24,10269.666333333333,34249.197583333334,22.561666666666667,222.91700000000014,288,288,2,1.0
2022-05-03,10980.55575,34535.089499999995,22.53008333333332,129.61300000000028,288,288,4,1.0
2023-01-08,8210.209583333333,29661.515083333332,20.062083333333323,195.4839999999997,288,288,2,1.0
2023-01-09,13831.1685,39907.329249999995,19.602249999999987,235.22699999999986,288,288,1,1.0
2023-11-07,11550.391166666666,54161.680166666665,19.44074999999998,233.28899999999976,288,288,1,1.0
2023-03-13,26039.55375,44468.8885,18.00008333333333,140.664,288,288,2,1.0
2023-01-02,6497.6125,37700.346666666665,15.870666666666692,185.9760000000001,288,288,2,1.0
2022-11-04,11198.05025,48087.54908333333,15.759500000000003,189.11400000000003,288,288,1,1.0
2023-09-20,17990.032416666665,37387.43866666666,14.741833333333375,83.4380000000001,288,288,4,1.0
2023-06-28,10932.327749999999,33803.11758333333,13.969749999999976,167.63699999999972,288,288,1,1.0
2023-02-11,5446.330083333333,29680.832499999997,13.752833333333323,165.03399999999988,288,288,1,1.0
2022-11-20,7311.657833333333,39330.01291666667,13.38566666666666,94.10099999999989,288,288,2,1.0
2023-12-10,13724.62675,42738.14275,9.701749999999985,59.634000000000015,288,288,3,1.0
2022-11-07,15146.964999999998,49509.62279166666,9.29849999999999,70.66399999999999,288,288,2,1.0
2022-12-03,8533.785666666667,33787.892,9.274250000000013,105.11899999999991,288,288,2,1.0
2023-02-24,8895.510166666667,36761.86058333333,8.580833333333317,102.9699999999998,288,288,1,1.0
2023-02-08,13779.482833333333,44102.802416666666,5.660333333333331,67.92399999999998,288,288,1,1.0
2023-03-05,7831.811083333333,30824.69575,5.649583333333339,67.79500000000007,288,288,1,1.0
2023-01-15,10847.977583333333,39814.69233333333,5.0059999999999905,60.07199999999989,288,288,1,1.0
2023-01-01,9482.333916666666,33646.40066666667,4.932666666666648,33.330999999999904,287,287,2,1.0
2023-11-23,18849.517499999998,53796.52675,4.079416666666664,40.22499999999991,288,288,2,1.0
2022-05-01,6612.283333333333,26206.078583333332,3.198749999999999,38.38499999999999,288,288,1,1.0
2022-10-31,12588.97475,47470.717749999996,2.2641666666666724,27.170000000000073,288,288,1,1.0
2023-12-11,8013.147999999999,55294.19904166667,1.8244999999999814,21.587999999999965,288,288,1,1.0
2022-06-06,10407.437249999999,40647.803583333334,0.6312499999999848,7.574999999999818,288,288,1,1.0
2022-07-21,11364.668666666666,31583.13875,0.36783333333333224,4.413999999999987,288,288,1,1.0
2023-07-31,7797.117666666666,38541.84641666667,0.30783333333332996,3.69399999999996,288,288,1,1.0
2023-02-16,14028.2205,39095.75158333333,0.2854166666666439,3.424999999999727,288,288,1,1.0
2022-12-10,6656.403583333333,34649.52491666666,0.2788333333333336,3.3460000000000036,288,288,1,1.0
2023-12-02,3802.627,54494.68608333333,0.0,0.0,288,288,0,1.0
2023-11-08,9761.803083333332,53947.40383333333,0.0,0.0,288,288,0,1.0
2023-12-25,7901.830083333333,35951.611625,0.0,0.0,288,288,0,1.0
2023-12-19,7154.344,48012.19375,0.0,0.0,288,288,0,1.0
2023-12-18,8469.168166666666,51176.714041666666,0.0,0.0,288,288,0,1.0
2023-12-17,12592.1215,41027.05258333333,0.0,0.0,288,288,0,1.0
2023-12-15,5673.813,57132.842249999994,0.0,0.0,288,288,0,1.0
2023-12-14,4980.354833333333,56301.17625,0.0,0.0,288,288,0,1.0
2023-12-13,7419.649833333333,54041.9105,0.0,0.0,288,288,0,1.0
2022-04-06,30457.904666666665,0.0,0.0,,0,288,0,0.0
2022-04-07,29362.71283333333,0.0,0.0,,0,288,0,0.0
2022-04-09,24546.013416666665,0.0,0.0,,0,288,0,0.0
2023-11-09,10011.026083333332,54851.708,0.0,0.0,288,288,0,1.0
2022-04-03,19153.73275,0.0,0.0,,0,288,0,0.0
2022-04-04,13971.923833333332,0.0,0.0,,0,288,0,0.0
2023-11-12,6113.978583333333,41424.900916666666,0.0,0.0,288,288,0,1.0
2023-11-10,9181.377499999999,53862.712666666666,0.0,0.0,288,288,0,1.0
2022-05-02,6648.851583333333,28168.66675,0.0,0.0,288,288,0,1.0
2022-04-28,7887.716666666666,34731.04633333333,0.0,0.0,288,288,0,1.0
2023-10-01,5824.2089166666665,37676.451166666666,0.0,0.0,288,288,0,1.0
2023-10-05,9767.7835,43517.51279784831,0.0,0.0,288,288,0,1.0
2022-03-03,4677.5741510003445,0.0,0.0,,0,288,0,0.0
2023-02-02,9896.494833333332,42907.854999999996,0.0,0.0,288,288,0,1.0
2023-10-10,12401.854666666666,47529.45991666667,0.0,0.0,288,288,0,1.0
2023-10-13,6885.218166666667,46767.615999999995,0.0,0.0,288,288,0,1.0
2023-02-04,4390.881166666666,31784.884166666667,0.0,0.0,288,288,0,1.0
2023-02-03,9765.482916666666,40600.47991666666,0.0,0.0,288,288,0,1.0
2023-02-07,12650.809666666666,40873.94091666667,0.0,0.0,288,288,0,1.0
2022-04-08,24773.28958333333,0.0,0.0,,0,288,0,0.0
2022-04-10,21693.269,0.0,0.0,,0,288,0,0.0
2022-04-11,30992.432666666664,4586.729166666666,0.0,0.0,48,288,0,0.16666666666666666
2022-04-05,25753.230499999998,0.0,0.0,,0,288,0,0.0
2023-11-14,7237.3515,54487.30416666666,0.0,0.0,288,288,0,1.0
2023-02-15,10958.277583333333,43594.439249999996,0.0,0.0,288,288,0,1.0
2023-02-14,8605.7755,43449.156749999995,0.0,0.0,288,288,0,1.0
2023-02-12,6364.19175,32913.79141666667,0.0,0.0,288,288,0,1.0
2023-02-10,9169.378416666666,37935.64133333333,0.0,0.0,288,288,0,1.0
2023-02-06,9719.528999999999,45623.739499999996,0.0,0.0,288,288,0,1.0
2022-12-21,5667.0425,43633.39858333333,0.0,0.0,288,288,0,1.0
2022-12-19,13544.28314861741,42095.79983333333,0.0,0.0,288,288,0,1.0
2023-06-06,13049.948916666666,37353.7965,0.0,0.0,288,288,0,1.0
2022-12-23,5605.971666666666,37079.58858333333,0.0,0.0,288,288,0,1.0
2022-12-22,1387.8299166666666,41972.977999999996,0.0,0.0,288,288,0,1.0
2022-12-27,11182.630416666667,36627.78525,0.0,0.0,288,288,0,1.0
2022-12-28,12218.538583333333,36396.375583333334,0.0,0.0,288,288,0,1.0
2022-12-31,3745.3570833333333,33851.753,0.0,0.0,288,288,0,1.0
2022-12-30,18527.44975,37107.96533333333,0.0,0.0,288,288,0,1.0
2022-12-17,4668.786819546333,33026.00425,0.0,0.0,288,288,0,1.0
2022-12-18,12803.993677252354,33639.60675,0.0,0.0,288,288,0,1.0
2023-01-04,13810.581333333332,43608.50858333333,0.0,0.0,288,288,0,1.0
2023-01-03,13074.178333333333,44747.441999999995,0.0,0.0,288,288,0,1.0
2023-12-04,4048.5310833333333,66105.74524999999,0.0,0.0,288,288,0,1.0
2023-12-05,3442.561583333333,63192.89570833333,0.0,0.0,288,288,0,1.0
2023-12-07,14945.838916666666,58951.407499999994,0.0,0.0,288,288,0,1.0
2023-12-06,9439.631416666667,63252.30699999999,0.0,0.0,288,288,0,1.0
2023-12-08,5178.670749999999,54144.51925,0.0,0.0,288,288,0,1.0
2023-12-12,3631.0591666666664,55765.284166666665,0.0,0.0,288,288,0,1.0
2023-12-03,939.4734166666666,52747.42166666666,0.0,0.0,288,288,0,1.0
2022-03-06,15443.599202823825,0.0,0.0,,0,288,0,0.0
2022-03-05,25291.819668174634,0.0,0.0,,0,288,0,0.0
2022-03-08,33858.910830581284,0.0,0.0,,0,288,0,0.0
2022-03-09,32756.676210806872,0.0,0.0,,0,288,0,0.0
2023-10-27,4290.964416666667,49371.856916666664,0.0,0.0,288,288,0,1.0
2022-03-07,15883.309033806252,0.0,0.0,,0,288,0,0.0
2022-03-04,12466.665510855371,0.0,0.0,,0,288,0,0.0
2022-11-19,7998.951749999999,42026.86041666666,0.0,0.0,288,288,0,1.0
2022-11-18,9468.562583333332,48920.67483333333,0.0,0.0,288,288,0,1.0
2022-11-17,10871.473666666667,50988.79783333333,0.0,0.0,288,288,0,1.0
2022-11-16,6071.498833333333,49885.509249999996,0.0,0.0,288,288,0,1.0
2022-11-15,7376.806916666666,50450.62258333333,0.0,0.0,288,288,0,1.0
2022-11-14,3468.3759166666664,48705.76583333333,0.0,0.0,288,288,0,1.0
2023-07-14,8133.82075,39117.17208333333,0.0,0.0,288,288,0,1.0
2023-06-27,9818.883416666666,35513.08757575757,0.0,0.0,288,288,0,1.0
2023-01-06,10725.135916666666,44642.68508333334,0.0,0.0,288,288,0,1.0
2023-01-14,18457.15325,39908.63691666666,0.0,0.0,288,288,0,1.0
2023-01-12,18736.267916666664,48258.786583333334,0.0,0.0,288,288,0,1.0
2023-01-11,13973.870083333333,48669.12225,0.0,0.0,288,288,0,1.0
2023-01-05,8303.146083333333,46804.09641666667,0.0,0.0,288,288,0,1.0
2023-01-10,12538.104833333333,42054.51383333333,0.0,0.0,288,288,0,1.0
2023-03-06,8482.640583333332,44083.99908333333,0.0,0.0,288,288,0,1.0
2023-03-08,11084.118416666666,51284.92508333333,0.0,0.0,288,288,0,1.0
2023-01-17,8843.126,53252.80875,0.0,0.0,288,288,0,1.0
2023-01-18,3817.77125,53239.39208333333,0.0,0.0,288,288,0,1.0
2023-01-19,4578.964583333333,53207.85908333333,0.0,0.0,288,288,0,1.0
2023-01-20,3858.61525,46723.949916666665,0.0,0.0,288,288,0,1.0
2023-01-21,8540.493416666666,36008.59975,0.0,0.0,288,288,0,1.0
2023-01-22,3743.0865,36571.972499999996,0.0,0.0,288,288,0,1.0
2023-01-23,4768.10675,47038.88141666666,0.0,0.0,288,288,0,1.0
2023-01-24,271.80625,45278.733,0.0,0.0,288,288,0,1.0
2023-01-25,4117.5529166666665,44518.208,0.0,0.0,288,288,0,1.0
2023-01-26,6790.801083333333,47142.790499999996,0.0,0.0,288,288,0,1.0
2023-03-09,16305.047416666666,47746.67533333333,0.0,0.0,288,288,0,1.0
2022-11-22,6079.943499999999,50868.169916666666,0.0,0.0,288,288,0,1.0
2023-03-01,8286.4385,39477.52491666666,0.0,0.0,288,288,0,1.0
2023-03-03,4144.12975,37107.2785,0.0,0.0,288,288,0,1.0
2023-03-04,4963.776333333333,29370.87875,0.0,0.0,288,288,0,1.0
2022-11-21,7169.313666666666,51884.805499999995,0.0,0.0,288,288,0,1.0
2022-11-26,16269.255666666666,34374.1425,0.0,0.0,288,288,0,1.0
2022-11-25,11976.650833333333,44108.68975,0.0,0.0,288,288,0,1.0
2022-11-24,10721.597,51186.41216666666,0.0,0.0,288,288,0,1.0
2022-11-23,10431.360833333332,50157.171083333335,0.0,0.0,288,288,0,1.0
2023-01-30,11147.421333333334,46020.98216666666,0.0,0.0,288,288,0,1.0
2023-01-27,1557.3618333333332,44156.024249999995,0.0,0.0,288,288,0,1.0
2022-11-29,1786.5469999999998,52806.024,0.0,0.0,288,288,0,1.0
2022-11-27,5261.7981666666665,33433.85791666667,0.0,0.0,288,288,0,1.0
2022-12-04,3907.817083333333,32132.19108333333,0.0,0.0,288,288,0,1.0
2022-12-05,4618.516666666666,41304.994166666664,0.0,0.0,288,288,0,1.0
2022-12-07,7580.135583333333,45088.89108333333,0.0,0.0,288,288,0,1.0
2022-12-06,5583.35975,42374.12216666667,0.0,0.0,288,288,0,1.0
2022-11-30,2615.396333333333,52733.06441666667,0.0,0.0,288,288,0,1.0
2022-12-01,1708.4258333333332,49197.20733333333,0.0,0.0,288,288,0,1.0
2022-12-02,2889.0131666666666,39891.620125,0.0,0.0,288,288,0,1.0
2022-11-28,4470.5152499999995,51016.988666666664,0.0,0.0,288,288,0,1.0
2022-12-12,745.4718333333333,43201.37025,0.0,0.0,288,288,0,1.0
2022-12-11,1385.294798223192,33170.423416666665,0.0,0.0,288,288,0,1.0
2022-12-09,7064.085249999999,42631.03833333333,0.0,0.0,288,288,0,1.0
2022-12-08,6924.2119999999995,44468.57641666666,0.0,0.0,288,288,0,1.0
2022-10-21,8499.409249999999,46634.11183333333,0.0,0.0,288,288,0,1.0
2022-10-24,3253.062833333333,50711.798224365746,0.0,0.0,288,288,0,1.0
2022-10-20,2893.2171666666663,48160.597624999995,0.0,0.0,288,288,0,1.0
2022-12-13,5511.917371001562,42742.623916666664,0.0,0.0,288,288,0,1.0
2022-11-01,10109.765333333333,48790.98375,0.0,0.0,288,288,0,1.0
2022-10-29,7610.89675,38029.62466666666,0.0,0.0,288,288,0,1.0
2022-11-02,21837.390416666665,49891.315833333334,0.0,0.0,288,288,0,1.0
2023-03-15,13384.656916666667,42006.06508333333,0.0,0.0,288,288,0,1.0
2023-03-16,13835.326916666665,40289.35258333333,0.0,0.0,288,288,0,1.0
