surplus_event_id,start_time,end_time,interval_count,peak_surplus_kw,mean_surplus_kw,surplus_energy_kwh,duration_minutes
157.0,2022-04-23 08:35:00,2022-04-23 08:35:00,1,255.3409999999999,255.3409999999999,21.278416666666658,5
159.0,2022-04-23 09:10:00,2022-04-23 09:10:00,1,123.57799999999975,123.57799999999975,10.298166666666646,5
161.0,2022-04-23 09:20:00,2022-04-23 09:30:00,3,847.2139999999999,413.34999999999997,103.33749999999999,15
163.0,2022-04-23 09:50:00,2022-04-23 10:05:00,4,459.18000000000006,336.2175,112.07249999999998,20
165.0,2022-04-23 11:10:00,2022-04-23 11:10:00,1,70.32400000000007,70.32400000000007,5.8603333333333385,5
167.0,2022-04-23 11:25:00,2022-04-23 11:45:00,5,325.6020000000001,268.29960000000005,111.79150000000001,25
169.0,2022-04-23 11:55:00,2022-04-23 12:20:00,6,744.2979999999998,453.6771666666666,226.8385833333333,30
171.0,2022-04-23 12:30:00,2022-04-23 12:55:00,6,497.6089999999999,209.56883333333337,104.78441666666669,30
173.0,2022-04-23 13:05:00,2022-04-23 17:30:00,54,1383.392,670.3239629629629,3016.4578333333334,270
175.0,2022-04-24 07:05:00,2022-04-24 07:10:00,2,68.35299999999984,59.44699999999989,9.907833333333315,10
177.0,2022-04-24 07:35:00,2022-04-24 10:35:00,37,1320.6200000000001,729.0227567567566,2247.8201666666664,185
179.0,2022-04-24 10:45:00,2022-04-24 12:15:00,19,1069.9119999999998,358.8316842105263,568.1501666666666,95
181.0,2022-04-24 12:30:00,2022-04-24 13:15:00,10,966.2510000000004,426.6684,355.55699999999996,50
183.0,2022-04-24 13:25:00,2022-04-24 13:55:00,7,907.5439999999999,393.062,229.28616666666667,35
185.0,2022-04-24 14:10:00,2022-04-24 14:10:00,1,727.5169999999998,727.5169999999998,60.62641666666665,5
187.0,2022-04-24 14:20:00,2022-04-24 15:00:00,9,835.713,583.5098888888889,437.6324166666666,45
189.0,2022-04-24 15:10:00,2022-04-24 15:15:00,2,874.6890000000003,824.6675000000001,137.44458333333336,10
191.0,2022-04-24 15:25:00,2022-04-24 16:00:00,8,1266.0490000000004,625.5443750000001,417.02958333333333,40
193.0,2022-04-24 16:10:00,2022-04-24 16:30:00,5,705.3519999999996,496.85739999999987,207.02391666666662,25
195.0,2022-04-24 16:40:00,2022-04-24 16:40:00,1,65.55999999999995,65.55999999999995,5.4633333333333285,5
197.0,2022-04-24 17:00:00,2022-04-24 17:00:00,1,96.77499999999986,96.77499999999986,8.06458333333332,5
199.0,2022-04-25 08:20:00,2022-04-25 08:20:00,1,124.81500000000005,124.81500000000005,10.401250000000005,5
201.0,2022-04-25 08:50:00,2022-04-25 08:50:00,1,701.6420000000003,701.6420000000003,58.470166666666685,5
203.0,2022-04-25 09:20:00,2022-04-25 09:20:00,1,249.84900000000016,249.84900000000016,20.82075000000001,5
205.0,2022-04-25 10:05:00,2022-04-25 10:05:00,1,706.4899999999998,706.4899999999998,58.874166666666646,5
207.0,2022-04-25 10:20:00,2022-04-25 10:20:00,1,303.14699999999993,303.14699999999993,25.262249999999995,5
209.0,2022-04-25 10:45:00,2022-04-25 10:45:00,1,597.3939999999998,597.3939999999998,49.782833333333315,5
211.0,2022-04-25 11:10:00,2022-04-25 11:15:00,2,771.2869999999998,539.9834999999998,89.99724999999997,10
213.0,2022-04-25 11:45:00,2022-04-25 11:50:00,2,350.8249999999998,295.91549999999984,49.31924999999997,10
215.0,2022-04-25 12:05:00,2022-04-25 12:05:00,1,114.75300000000061,114.75300000000061,9.562750000000051,5
217.0,2022-04-25 12:40:00,2022-04-25 12:40:00,1,47.92500000000018,47.92500000000018,3.993750000000015,5
219.0,2022-04-25 13:05:00,2022-04-25 13:10:00,2,463.40099999999984,435.84749999999985,72.64124999999997,10
221.0,2022-04-25 14:00:00,2022-04-25 14:00:00,1,374.2220000000002,374.2220000000002,31.18516666666668,5
223.0,2022-04-26 10:05:00,2022-04-26 10:05:00,1,128.06899999999996,128.06899999999996,10.672416666666663,5
225.0,2022-04-26 10:20:00,2022-04-26 10:20:00,1,534.2820000000002,534.2820000000002,44.52350000000001,5
227.0,2022-04-26 10:40:00,2022-04-26 10:40:00,1,70.85300000000007,70.85300000000007,5.9044166666666715,5
229.0,2022-04-26 10:50:00,2022-04-26 10:50:00,1,269.31799999999976,269.31799999999976,22.443166666666645,5
231.0,2022-04-26 11:00:00,2022-04-26 11:00:00,1,307.2370000000001,307.2370000000001,25.603083333333338,5
233.0,2022-04-26 11:15:00,2022-04-26 11:15:00,1,176.00099999999975,176.00099999999975,14.666749999999979,5
235.0,2022-04-26 11:55:00,2022-04-26 11:55:00,1,622.107,622.107,51.84224999999999,5
237.0,2022-04-26 12:10:00,2022-04-26 12:10:00,1,998.395,998.395,83.19958333333332,5
239.0,2022-04-26 12:20:00,2022-04-26 12:35:00,4,595.2130000000002,513.615,171.20499999999998,20
241.0,2022-04-26 13:10:00,2022-04-26 13:10:00,1,801.2509999999997,801.2509999999997,66.77091666666664,5
243.0,2022-04-26 14:10:00,2022-04-26 14:15:00,2,1040.116,867.6744999999999,144.61241666666663,10
245.0,2022-04-27 08:05:00,2022-04-27 08:15:00,3,246.05200000000013,157.91800000000012,39.47950000000002,15
247.0,2022-04-27 11:05:00,2022-04-27 11:10:00,2,187.75,168.34249999999997,28.057083333333328,10
249.0,2022-04-27 11:45:00,2022-04-27 12:05:00,5,1508.4640000000009,1051.1704000000004,437.98766666666677,25
251.0,2022-04-27 12:20:00,2022-04-27 13:10:00,11,1039.284,770.7142727272727,706.4880833333333,55
253.0,2022-04-27 13:40:00,2022-04-27 13:50:00,3,633.844,482.1053333333334,120.52633333333335,15
255.0,2022-04-27 14:00:00,2022-04-27 14:00:00,1,10.356999999999971,10.356999999999971,0.8630833333333309,5
257.0,2022-04-27 14:10:00,2022-04-27 14:15:00,2,443.8620000000001,402.7735,67.12891666666667,10
259.0,2022-04-27 14:25:00,2022-04-27 14:55:00,7,560.3719999999998,348.0772857142858,203.04508333333337,35
261.0,2022-04-27 15:15:00,2022-04-27 15:20:00,2,121.07999999999993,104.46450000000004,17.410750000000007,10
263.0,2022-04-27 15:45:00,2022-04-27 15:45:00,1,555.489,555.489,46.29075,5
265.0,2022-04-29 08:20:00,2022-04-29 08:20:00,1,68.4079999999999,68.4079999999999,5.700666666666658,5
267.0,2022-04-29 08:50:00,2022-04-29 09:05:00,4,444.43499999999995,261.53599999999994,87.17866666666664,20
269.0,2022-04-29 09:15:00,2022-04-29 09:15:00,1,215.038,215.038,17.919833333333333,5
271.0,2022-04-29 09:25:00,2022-04-29 09:50:00,6,381.7900000000004,256.0335,128.01675,30
273.0,2022-04-29 10:00:00,2022-04-29 10:05:00,2,44.42599999999993,34.500499999999874,5.750083333333312,10
275.0,2022-04-29 10:15:00,2022-04-29 11:25:00,15,608.6350000000002,484.89559999999994,606.1194999999999,75
277.0,2022-04-29 11:35:00,2022-04-29 16:10:00,56,1160.8180000000002,647.4855,3021.599,280
279.0,2022-04-29 16:20:00,2022-04-29 16:25:00,2,2.242999999999938,1.9094999999998663,0.3182499999999777,10
281.0,2022-04-30 07:30:00,2022-04-30 15:40:00,99,1688.773,795.8919595959596,6566.108666666666,495
283.0,2022-05-01 14:30:00,2022-05-01 14:30:00,1,38.38499999999999,38.38499999999999,3.198749999999999,5
285.0,2022-05-03 12:30:00,2022-05-03 12:45:00,4,129.61300000000028,67.50374999999997,22.501249999999988,20
287.0,2022-05-04 10:20:00,2022-05-04 10:20:00,1,196.10199999999986,196.10199999999986,16.34183333333332,5
289.0,2022-05-04 13:00:00,2022-05-04 13:05:00,2,217.40099999999984,134.60500000000002,22.43416666666667,10
291.0,2022-05-04 13:20:00,2022-05-04 13:20:00,1,139.36699999999973,139.36699999999973,11.613916666666643,5
293.0,2022-05-05 08:30:00,2022-05-05 08:35:00,2,610.3520000000003,448.0005000000001,74.66675000000001,10
295.0,2022-05-05 09:45:00,2022-05-05 09:45:00,1,33.121999999999844,33.121999999999844,2.7601666666666533,5
297.0,2022-05-05 09:55:00,2022-05-05 09:55:00,1,142.86500000000024,142.86500000000024,11.905416666666685,5
299.0,2022-05-05 10:10:00,2022-05-05 10:30:00,5,1334.3380000000002,411.2350000000001,171.34791666666672,25
301.0,2022-05-05 10:40:00,2022-05-05 11:10:00,7,947.2199999999998,480.74928571428563,280.43708333333325,35
303.0,2022-05-05 11:20:00,2022-05-05 11:25:00,2,604.1600000000003,502.8030000000001,83.80050000000001,10
305.0,2022-05-05 11:35:00,2022-05-05 12:35:00,13,1049.65,600.941,651.0194166666668,65
307.0,2022-05-05 12:45:00,2022-05-05 13:40:00,12,731.587,473.2323333333334,473.2323333333334,60
309.0,2022-05-05 13:50:00,2022-05-05 14:00:00,3,264.9580000000001,205.3853333333333,51.34633333333333,15
311.0,2022-05-05 14:15:00,2022-05-05 14:20:00,2,145.04899999999998,92.30899999999997,15.384833333333328,10
313.0,2022-05-05 15:30:00,2022-05-05 15:35:00,2,167.53999999999996,85.58899999999971,14.264833333333284,10
315.0,2022-05-06 07:40:00,2022-05-06 07:40:00,1,6.815000000000055,6.815000000000055,0.5679166666666712,5
317.0,2022-05-06 09:00:00,2022-05-06 09:00:00,1,282.5250000000001,282.5250000000001,23.543750000000006,5
319.0,2022-05-06 09:30:00,2022-05-06 09:30:00,1,199.2489999999998,199.2489999999998,16.604083333333314,5
321.0,2022-05-06 09:45:00,2022-05-06 09:45:00,1,513.3080000000004,513.3080000000004,42.7756666666667,5
323.0,2022-05-06 10:10:00,2022-05-06 10:10:00,1,890.6869999999994,890.6869999999994,74.22391666666661,5
325.0,2022-05-06 11:45:00,2022-05-06 11:45:00,1,222.71399999999994,222.71399999999994,18.559499999999993,5
327.0,2022-05-06 13:05:00,2022-05-06 13:05:00,1,82.73900000000003,82.73900000000003,6.894916666666669,5
329.0,2022-05-06 13:15:00,2022-05-06 13:20:00,2,805.6930000000002,554.8395,92.47325,10
331.0,2022-05-07 07:50:00,2022-05-07 07:50:00,1,75.12199999999984,75.12199999999984,6.260166666666653,5
333.0,2022-05-07 08:15:00,2022-05-07 08:15:00,1,503.4499999999998,503.4499999999998,41.95416666666665,5
335.0,2022-05-07 08:30:00,2022-05-07 08:30:00,1,5.606000000000222,5.606000000000222,0.46716666666668516,5
337.0,2022-05-07 09:05:00,2022-05-07 09:05:00,1,185.44600000000014,185.44600000000014,15.453833333333344,5
339.0,2022-05-07 09:15:00,2022-05-07 13:00:00,46,1710.2819999999997,1043.2125869565218,3998.981583333333,230
341.0,2022-05-07 13:25:00,2022-05-07 13:30:00,2,1417.6689999999999,1208.1779999999999,201.363,10
343.0,2022-05-07 13:45:00,2022-05-07 14:00:00,4,1367.774,996.4939999999999,332.1646666666666,20
345.0,2022-05-07 14:30:00,2022-05-07 14:40:00,3,523.3520000000001,275.63600000000014,68.90900000000002,15
347.0,2022-05-07 14:55:00,2022-05-07 15:05:00,3,1011.0559999999996,745.1359999999999,186.28399999999993,15
349.0,2022-05-07 15:20:00,2022-05-07 15:20:00,1,16.575999999999794,16.575999999999794,1.3813333333333162,5
351.0,2022-05-08 11:05:00,2022-05-08 11:05:00,1,10.832000000000107,10.832000000000107,0.9026666666666756,5
353.0,2022-05-08 11:20:00,2022-05-08 11:35:00,4,249.01099999999997,114.77774999999997,38.25924999999999,20
355.0,2022-05-08 11:45:00,2022-05-08 13:45:00,25,1441.207,672.2669600000002,1400.5561666666667,125
357.0,2022-05-08 13:55:00,2022-05-08 16:20:00,30,1412.9569999999999,915.2245,2288.0612499999997,150
359.0,2022-05-08 16:30:00,2022-05-08 16:50:00,5,207.2449999999999,101.84840000000008,42.43683333333336,25
361.0,2022-05-09 07:40:00,2022-05-09 07:50:00,3,162.51400000000012,102.4886666666667,25.622166666666676,15
363.0,2022-05-09 08:45:00,2022-05-09 10:55:00,27,740.8200000000002,341.98674074074074,769.4701666666666,135
365.0,2022-05-09 11:40:00,2022-05-09 12:05:00,6,1349.433,768.2273333333333,384.11366666666663,30
367.0,2022-05-09 12:40:00,2022-05-09 12:45:00,2,469.0050000000001,339.7695000000001,56.628250000000016,10
369.0,2022-05-10 08:00:00,2022-05-10 08:05:00,2,71.2569999999996,71.19799999999964,11.866333333333273,10
371.0,2022-05-10 08:20:00,2022-05-10 08:45:00,6,947.5409999999997,603.2493333333333,301.6246666666666,30
373.0,2022-05-10 09:05:00,2022-05-10 09:05:00,1,452.54199999999946,452.54199999999946,37.71183333333329,5
375.0,2022-05-10 09:25:00,2022-05-10 09:45:00,5,292.951,195.37339999999995,81.40558333333331,25
377.0,2022-05-10 09:55:00,2022-05-10 10:30:00,8,990.4510000000005,525.5205000000001,350.34700000000004,40
379.0,2022-05-10 10:40:00,2022-05-10 13:40:00,37,1310.4619999999995,711.4451891891891,2193.6226666666666,185
381.0,2022-05-10 13:50:00,2022-05-10 15:55:00,26,1269.5779999999995,750.4176153846154,1625.9048333333333,130
383.0,2022-05-10 16:15:00,2022-05-10 16:20:00,2,616.645,507.10900000000015,84.51816666666669,10
385.0,2022-05-11 11:25:00,2022-05-11 11:25:00,1,60.89899999999989,60.89899999999989,5.074916666666657,5
387.0,2022-05-11 12:30:00,2022-05-11 13:35:00,14,1225.554,752.9767142857144,878.4728333333334,70
389.0,2022-05-11 14:30:00,2022-05-11 14:35:00,2,1096.3850000000002,688.212,114.70199999999998,10
391.0,2022-05-11 14:55:00,2022-05-11 14:55:00,1,9.886999999999716,9.886999999999716,0.823916666666643,5
393.0,2022-05-11 15:35:00,2022-05-11 15:45:00,3,571.2130000000002,506.1093333333335,126.52733333333336,15
395.0,2022-05-11 15:55:00,2022-05-11 16:00:00,2,584.498,335.77499999999986,55.96249999999998,10
397.0,2022-05-11 16:10:00,2022-05-11 16:30:00,5,650.2490000000003,401.4696,167.279,25
399.0,2022-05-12 09:10:00,2022-05-12 10:35:00,18,1224.214,816.9516666666667,1225.4275,90
401.0,2022-05-12 11:25:00,2022-05-12 11:30:00,2,243.89400000000023,130.15250000000015,21.692083333333358,10
403.0,2022-05-12 11:50:00,2022-05-12 12:00:00,3,352.24800000000005,178.02966666666666,44.50741666666666,15
405.0,2022-05-12 12:10:00,2022-05-12 12:10:00,1,128.77999999999975,128.77999999999975,10.731666666666644,5
407.0,2022-05-12 12:45:00,2022-05-12 12:45:00,1,243.0680000000002,243.0680000000002,20.255666666666684,5
409.0,2022-05-12 13:10:00,2022-05-12 13:50:00,9,1276.0089999999996,580.4167777777777,435.31258333333324,45
411.0,2022-05-12 14:45:00,2022-05-12 14:45:00,1,187.38300000000027,187.38300000000027,15.615250000000021,5
413.0,2022-05-12 14:55:00,2022-05-12 15:05:00,3,755.4409999999998,474.8456666666668,118.71141666666668,15
415.0,2022-05-12 15:35:00,2022-05-12 15:35:00,1,283.4340000000002,283.4340000000002,23.619500000000016,5
417.0,2022-05-13 08:50:00,2022-05-13 16:20:00,91,1571.6280000000002,645.9428131868132,4898.399666666666,455
419.0,2022-05-13 16:30:00,2022-05-13 16:40:00,3,182.55800000000022,118.66400000000021,29.666000000000054,15
421.0,2022-05-14 08:00:00,2022-05-14 16:30:00,103,1523.84,996.763922330097,8555.556999999999,515
423.0,2022-05-15 08:30:00,2022-05-15 08:30:00,1,96.70800000000008,96.70800000000008,8.059000000000006,5
425.0,2022-05-15 09:45:00,2022-05-15 10:10:00,6,722.077,640.5504999999999,320.27524999999997,30
427.0,2022-05-15 10:20:00,2022-05-15 13:05:00,34,1315.5749999999998,593.5324705882352,1681.6753333333334,170
429.0,2022-05-15 14:10:00,2022-05-15 14:40:00,7,1168.1879999999996,554.3507142857142,323.3712499999999,35
431.0,2022-05-16 11:05:00,2022-05-16 11:05:00,1,726.406,726.406,60.53383333333333,5
433.0,2022-05-16 11:15:00,2022-05-16 11:15:00,1,321.67199999999957,321.67199999999957,26.805999999999962,5
435.0,2022-05-16 11:35:00,2022-05-16 11:40:00,2,432.3510000000001,341.7635,56.96058333333333,10
437.0,2022-05-16 11:50:00,2022-05-16 12:20:00,7,755.828,388.6552857142857,226.7155833333333,35
439.0,2022-05-16 12:30:00,2022-05-16 13:10:00,9,1123.498,575.830111111111,431.8725833333333,45
441.0,2022-05-16 13:25:00,2022-05-16 13:30:00,2,623.5320000000002,485.70500000000015,80.95083333333335,10
443.0,2022-05-16 13:50:00,2022-05-16 13:50:00,1,560.547,560.547,46.71225,5
445.0,2022-05-16 14:00:00,2022-05-16 14:00:00,1,61.8159999999998,61.8159999999998,5.151333333333317,5
447.0,2022-05-16 14:55:00,2022-05-16 14:55:00,1,442.89599999999973,442.89599999999973,36.90799999999997,5
449.0,2022-05-17 07:45:00,2022-05-17 07:45:00,1,38.91300000000001,38.91300000000001,3.242750000000001,5
451.0,2022-05-17 08:00:00,2022-05-17 08:00:00,1,215.07600000000002,215.07600000000002,17.923000000000002,5
453.0,2022-05-17 08:20:00,2022-05-17 08:20:00,1,58.05799999999999,58.05799999999999,4.838166666666666,5
455.0,2022-05-17 08:50:00,2022-05-17 08:50:00,1,653.7590000000005,653.7590000000005,54.4799166666667,5
457.0,2022-05-17 09:05:00,2022-05-17 09:10:00,2,107.67200000000003,107.48700000000008,17.91450000000001,10
459.0,2022-05-17 09:35:00,2022-05-17 09:35:00,1,48.7199999999998,48.7199999999998,4.059999999999983,5
461.0,2022-05-17 09:45:00,2022-05-17 10:25:00,9,990.6229999999996,497.7732222222221,373.3299166666666,45
463.0,2022-05-17 10:35:00,2022-05-17 11:05:00,7,917.7539999999999,455.3118571428572,265.59858333333335,35
465.0,2022-05-17 11:20:00,2022-05-17 11:20:00,1,198.06899999999996,198.06899999999996,16.505749999999995,5
467.0,2022-05-17 11:50:00,2022-05-17 11:55:00,2,651.4780000000001,569.7579999999998,94.95966666666664,10
469.0,2022-05-17 12:05:00,2022-05-17 12:05:00,1,1256.138,1256.138,104.67816666666666,5
471.0,2022-05-17 12:15:00,2022-05-17 13:15:00,13,1016.433,624.0680769230769,676.07375,65
473.0,2022-05-17 13:30:00,2022-05-17 14:25:00,12,1128.3960000000002,651.8731666666667,651.8731666666666,60
475.0,2022-05-17 14:40:00,2022-05-17 14:55:00,4,297.3309999999997,150.39599999999996,50.131999999999984,20
477.0,2022-05-18 07:20:00,2022-05-18 07:35:00,4,121.67200000000003,80.97425000000004,26.99141666666668,20
479.0,2022-05-18 07:50:00,2022-05-18 08:35:00,10,532.0120000000002,171.30709999999982,142.7559166666665,50
481.0,2022-05-18 08:45:00,2022-05-18 08:55:00,3,476.64999999999964,343.5033333333333,85.8758333333333,15
483.0,2022-05-18 09:05:00,2022-05-18 09:20:00,4,762.076,513.7377500000001,171.2459166666667,20
